pack,track,code,grade,level,credential,theme,description,transfer_check
Cognition.X : Louisiana OS,The Louisiana table,FD-1,K–2,Explorer,Louisiana Cook,First you make a roux,"Watch an adult stir a roux, smell it change, and say which colour it is now.","Make a roux to a stated color without burning it, and say which dish each of three colors belongs to."
Cognition.X : Louisiana OS,The Louisiana table,FD-2,3–5,Explorer,Louisiana Cook,First you make a roux,"Stir a roux with an adult to a light colour without burning it, and say which dish it is for.","Make a roux to a stated color without burning it, and say which dish each of three colors belongs to."
Cognition.X : Louisiana OS,The Louisiana table,FD-3,6–8,Builder,Louisiana Cook,First you make a roux,"Make a roux to a stated colour with a checker at the stove, and say which dish two of the three colours belong to.","Make a roux to a stated color without burning it, and say which dish each of three colors belongs to."
Cognition.X : Louisiana OS,The Louisiana table,FD-4,9–10,Practitioner,Louisiana Cook,First you make a roux,"Make a roux to a stated color without burning it, and say which dish each of three colors belongs to.","Make a roux to a stated color without burning it, and say which dish each of three colors belongs to."
Cognition.X : Louisiana OS,The Louisiana table,FD-5,11–12,Lead,Louisiana Cook,First you make a roux,"Make three roux to three colours in one session, teach the stir to a younger learner, and cook one dish on the darkest.","Make a roux to a stated color without burning it, and say which dish each of three colors belongs to."
Cognition.X : Louisiana OS,The Louisiana table,FD-6,K–2,Explorer,Louisiana Cook,The trinity and the pot,"Help wash and count the onion, celery and bell pepper, and name them as the trinity.","Prepare the trinity correctly and build one real pot dish on it, narrating what each stage contributes."
Cognition.X : Louisiana OS,The Louisiana table,FD-7,3–5,Explorer,Louisiana Cook,The trinity and the pot,"Chop the trinity with an adult and start one pot dish on it, saying what each vegetable adds.","Prepare the trinity correctly and build one real pot dish on it, narrating what each stage contributes."
Cognition.X : Louisiana OS,The Louisiana table,FD-8,6–8,Builder,Louisiana Cook,The trinity and the pot,"Prepare the trinity correctly with a checker and build one pot dish on it, narrating two of the stages.","Prepare the trinity correctly and build one real pot dish on it, narrating what each stage contributes."
Cognition.X : Louisiana OS,The Louisiana table,FD-9,9–10,Practitioner,Louisiana Cook,The trinity and the pot,"Prepare the trinity correctly and build one real pot dish on it, narrating what each stage contributes.","Prepare the trinity correctly and build one real pot dish on it, narrating what each stage contributes."
Cognition.X : Louisiana OS,The Louisiana table,FD-10,11–12,Lead,Louisiana Cook,The trinity and the pot,"Prepare the trinity and cook two different pot dishes on it for a group, explaining at the table what the base does in each.","Prepare the trinity correctly and build one real pot dish on it, narrating what each stage contributes."
Cognition.X : Louisiana OS,The Louisiana table,FD-11,K–2,Explorer,Louisiana Cook,"Gumbo: one word, many households","Taste gumbo from two households and say one thing that was different, and that both are right.",Cook one gumbo in a named lineage and document a second household's differing version without ruling either wrong.
Cognition.X : Louisiana OS,The Louisiana table,FD-12,3–5,Explorer,Louisiana Cook,"Gumbo: one word, many households",Ask two families how they make gumbo and write down one difference without saying whose is better.,Cook one gumbo in a named lineage and document a second household's differing version without ruling either wrong.
Cognition.X : Louisiana OS,The Louisiana table,FD-13,6–8,Builder,Louisiana Cook,"Gumbo: one word, many households","Cook one gumbo in a named lineage with a checker, and document one difference in another household's version without ruling it wrong.",Cook one gumbo in a named lineage and document a second household's differing version without ruling either wrong.
Cognition.X : Louisiana OS,The Louisiana table,FD-14,9–10,Practitioner,Louisiana Cook,"Gumbo: one word, many households",Cook one gumbo in a named lineage and document a second household's differing version without ruling either wrong.,Cook one gumbo in a named lineage and document a second household's differing version without ruling either wrong.
Cognition.X : Louisiana OS,The Louisiana table,FD-15,11–12,Lead,Louisiana Cook,"Gumbo: one word, many households","Cook a gumbo for a group, document two other households' versions with their keepers, and present the lineages with respect for each.",Cook one gumbo in a named lineage and document a second household's differing version without ruling either wrong.
Cognition.X : Louisiana OS,The Louisiana table,FD-16,K–2,Explorer,Louisiana Cook,The boil as a public event,"Help lay the newspaper and count the plates for a family boil, and learn the hot-pot rule.","Plan and run (or fully rehearse) a boil for a real group — quantities, seasoning, timing, safe handling — through to the table."
Cognition.X : Louisiana OS,The Louisiana table,FD-17,3–5,Explorer,Louisiana Cook,The boil as a public event,"Help plan a small boil — how many, how much, when it goes in — and help serve it safely.","Plan and run (or fully rehearse) a boil for a real group — quantities, seasoning, timing, safe handling — through to the table."
Cognition.X : Louisiana OS,The Louisiana table,FD-18,6–8,Builder,Louisiana Cook,The boil as a public event,"Plan and help run a boil for a small group with a checker on the seasoning, timing and safe handling.","Plan and run (or fully rehearse) a boil for a real group — quantities, seasoning, timing, safe handling — through to the table."
Cognition.X : Louisiana OS,The Louisiana table,FD-19,9–10,Practitioner,Louisiana Cook,The boil as a public event,"Plan and run (or fully rehearse) a boil for a real group — quantities, seasoning, timing, safe handling — through to the table.","Plan and run (or fully rehearse) a boil for a real group — quantities, seasoning, timing, safe handling — through to the table."
